"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Lamnidae&taxon_reso=family"
"Access Time","Fri 2017-02-03 18:17:14 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Lamnidae"
"","idreso","family"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0337"
"Records Found","705"
"Records Returned","705"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"899319","occ","","","100174","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Late Pliocene","","3.6","2.588","34371"
"906567","occ","","","101898","Lamna ditropis","species","34615","species not entered","Lamna","genus","34615","Late Pleistocene","","0.126","0.0117","34644"
"907821","occ","","","102183","Carcharodon sp.","genus","34605","","Carcharodon","genus","34605","Miocene","Pliocene","23.03","2.588","34719"
"907828","occ","","","102183","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Miocene","Pliocene","23.03","2.588","34719"
"907829","occ","","","102183","Isurus sp.","genus","34613","","Isurus","genus","34613","Miocene","Pliocene","23.03","2.588","34719"
"923172","occ","","","105717","Corax sp.","genus","80612","","Corax","genus","80612","Campanian","","83.6","72.1","35291"
"928432","occ","","","13300","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Messinian","Zanclean","7.246","3.6","35405"
"930700","occ","","","15595","Otodus obliquus","species","80600","recombined as","Lamna obliqua","species","80600","Wasatchian","","55.8","50.3","35574"
"945429","occ","","","75638","Isurus praecursor","species","124962","","Isurus praecursor","species","124962","Priabonian","","38","33.9","36264"
"945483","occ","","","61249","Isurus praecursor","species","124962","","Isurus praecursor","species","124962","Bartonian","","41.3","38","36265"
"945484","occ","","","61249","Carcharodon auriculatus","species","205319","","Carcharodon auriculatus","species","205317","Bartonian","","41.3","38","36265"
"945485","occ","","","61249","Lamna lerichei","species","34615","species not entered","Lamna","genus","34615","Bartonian","","41.3","38","36265"
"960856","occ","","","65162","Carcharodon subauriculatus","species","83172","","Carcharodon subauriculatus","species","83172","Early Miocene","","23.03","15.97","52106"
"960863","occ","","","65162","Isurus novus","species","34613","species not entered","Isurus","genus","34613","Early Miocene","","23.03","15.97","36658"
"961028","occ","","","112590","Carcharodon subauriculatus","species","83172","","Carcharodon subauriculatus","species","83172","Early Miocene","","23.03","15.97","52106"
"961032","occ","","","112590","Isurus novus","species","34613","species not entered","Isurus","genus","34613","Early Miocene","","23.03","15.97","36658"
"961198","occ","","","58454","Carcharodon subauriculatus","species","83172","","Carcharodon subauriculatus","species","83172","Early Miocene","","23.03","15.97","52106"
"961202","occ","","","58454","Isurus novus","species","34613","species not entered","Isurus","genus","34613","Early Miocene","","23.03","15.97","36658"
"963630","occ","","","113246","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","36761"
"963634","occ","","","113249","Carcharocles chubutensis","species","301191","recombined as","Carcharodon subauriculatus","species","83172","Early Miocene","","23.03","15.97","36761"
"963635","occ","","","113249","Isurus desori","species","280548","","Isurus desori","species","280548","Early Miocene","","23.03","15.97","36761"
"976733","occ","","","45740","Lamna sp.","genus","34615","","Lamna","genus","34615","Rupelian","","33.9","28.1","12216"
"981089","occ","","","117471","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Zanclean","","5.333","3.6","37795"
"981090","occ","","","117470","Carcharodon sp.","genus","34605","","Carcharodon","genus","34605","Pliocene","","5.333","2.588","37795"
"981091","occ","","","117471","Isurus oxyrinchus","species","83168","obsolete variant of","Isurus oxyrhinchus","species","83168","Zanclean","","5.333","3.6","37795"
"984829","occ","","","118104","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Zanclean","","5.333","3.6","38036"
"984836","occ","","","118106","Carcharodon subauriculatus","species","83172","","Carcharodon subauriculatus","species","83172","Early Miocene","","23.03","15.97","38039"
"995340","occ","","","120295","Carcharodon angustidens","species","124964","","Carcharodon angustidens","species","124964","Duntroonian","","27.3","25.2","38478"
"1000606","occ","","","121515","Oxyrhina hastalis","species","80595","recombined as","Carcharodon hastalis","species","80595","Tortonian","","11.62","7.246","38749"
"1002026","occ","","","121968","Procarcharodon auriculatus","species","223912","recombined as","Carcharodon auriculatus","species","205317","Lutetian","","47.8","41.3","38795"
"1020884","occ","","","124965","Lamna sp.","genus","34615","","Lamna","genus","34615","Danian","","66","61.6","39861"
"1020908","occ","","","124966","Lamna sp.","genus","34615","","Lamna","genus","34615","Danian","","66","61.6","39861"
"1035437","occ","","","84048","Oxyrhina hastalis","species","80595","recombined as","Carcharodon hastalis","species","80595","Late Paleocene","","58.7","55.8","41194"
"1035438","occ","","","84048","Lamna obliqua ?","species","132650","","Lamna obliqua","species","80600","Late Paleocene","","58.7","55.8","41194"
"1038719","occ","","","124191","Otodus obliquus","species","80600","recombined as","Lamna obliqua","species","80600","Thanetian","","59.2","56","41357"
"1038725","occ","","","84048","Otodus obliquus","species","80600","recombined as","Lamna obliqua","species","80600","Late Paleocene","","58.7","55.8","41357"
"1038729","occ","","","55255","Carcharodon auriculatus","species","205319","","Carcharodon auriculatus","species","205317","Eocene","","56","33.9","41357"
"1038732","occ","","","84056","Otodus obliquus","species","80600","recombined as","Lamna obliqua","species","80600","Eocene","","56","33.9","41357"
"1038770","occ","","","127182","Corax pristiodontus","species","80612","species not entered","Corax","genus","80612","Late Cretaceous","","100.5","66","41363"
"1038771","occ","","","127195","Corax pristiodontus","species","80612","species not entered","Corax","genus","80612","Campanian","","83.6","72.1","41363"
"1045010","occ","","","52218","Isurus cf. oxyrhynchus","species","34613","species not entered","Isurus","genus","34613","Piacenzian","","3.6","2.588","6029"
"1046224","occ","","","128628","Lamnidae indet.","family","80587","","Lamnidae","family","80587","Tortonian","","11.62","7.246","41999"
"1073953","occ","","","133429","Otodus obliquus","species","80600","recombined as","Lamna obliqua","species","80600","Lutetian","","47.8","41.3","42984"
"1074996","occ","","","133690","Procarcharodon sp.","genus","100434","subjective synonym of","Carcharodon","genus","34605","Oligocene","Miocene","33.9","5.333","43103"
"1074997","occ","","","133690","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Oligocene","Miocene","33.9","5.333","43103"
"1075000","occ","","","133690","Lamna cattica","species","34615","species not entered","Lamna","genus","34615","Oligocene","Miocene","33.9","5.333","43103"
"1075001","occ","","","133690","Lamna totuserrata","species","34615","species not entered","Lamna","genus","34615","Oligocene","Miocene","33.9","5.333","43103"
"1076751","occ","","","134376","Carcharodon angustidens","species","124964","","Carcharodon angustidens","species","124964","Oligocene","","33.9","23.03","43210"
"1087691","occ","","","136597","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Zanclean","","5.333","3.6","43697"
"1087692","occ","","","136597","Isurus aff. oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Zanclean","","5.333","3.6","43697"
"1106765","occ","","","140010","Carcharodon sp.","genus","34605","","Carcharodon","genus","34605","Tortonian","","11.62","7.246","45189"
"1124543","occ","","","13079","Carcharodon n. sp. hubbelli","species","265008","","Carcharodon hubbelli","species","265008","Messinian","","7.246","5.333","46232"
"1132789","occ","","","18556","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Hemphillian","","10.3","4.9","46620"
"1144446","occ","","","145680","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Zanclean","Piacenzian","5.333","2.588","47116"
"1145961","occ","","","53666","Isurus praecursor","species","124962","","Isurus praecursor","species","124962","Lutetian","Bartonian","47.8","38","47180"
"1145962","occ","","","53666","Lamna cf. nasus","species","34615","species not entered","Lamna","genus","34615","Lutetian","Bartonian","47.8","38","47180"
"1145963","occ","","","53666","Carcharocles auriculatus","species","285239","recombined as","Carcharodon auriculatus","species","205317","Lutetian","Bartonian","47.8","38","47180"
"1147865","occ","","","146343","Isurus desori","species","280548","","Isurus desori","species","280548","Otaian","","21.7","19","47276"
"1162663","occ","","","149316","Lamna vincenti","species","132651","","Lamna vincenti","species","253566","Priabonian","","38","33.9","47889"
"1162664","occ","","","149316","Lamna n. sp. barnitzkei","species","275725","","Lamna barnitzkei","species","275725","Priabonian","","38","33.9","47889"
"1162665","occ","","","149316","Alopecias n. sp. smithwoodwardi","species","275726","","Alopecias smithwoodwardi","species","275726","Priabonian","","38","33.9","47889"
"1163332","occ","","","149316","Oxyrhina hastalis","species","80595","recombined as","Carcharodon hastalis","species","80595","Priabonian","","38","33.9","47897"
"1163752","occ","","","149623","Carcharodon auriculatus","species","205319","","Carcharodon auriculatus","species","205317","Bartonian","","41.3","38","47940"
"1163800","occ","","","149634","Isurus praecursor","species","124962","","Isurus praecursor","species","124962","Middle Eocene","","48.6","37.2","47944"
"1163801","occ","","","100475","Isurus praecursor","species","124962","","Isurus praecursor","species","124962","Priabonian","","38","33.9","47944"
"1163803","occ","","","149635","Isurus praecursor","species","124962","","Isurus praecursor","species","124962","Middle Eocene","","48.6","37.2","47944"
"1178761","occ","","","151888","Isurus desori","species","280548","","Isurus desori","species","280548","Zanclean","","5.333","3.6","48533"
"1178762","occ","","","151888","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Zanclean","","5.333","3.6","48533"
"1178763","occ","","","151888","Parotodus benedeni","species","280547","","Parotodus benedeni","species","280547","Zanclean","","5.333","3.6","48533"
"1178765","occ","","","151889","Isurus escheri","species","280549","","Isurus escheri","species","280549","Zanclean","","5.333","3.6","48533"
"1178767","occ","","","151890","Isurus sp.","genus","34613","","Isurus","genus","34613","Zanclean","","5.333","3.6","48533"
"1179662","occ","","","98312","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Tortonian","","11.62","7.246","48619"
"1179663","occ","","","98312","Isurus escheri","species","280549","","Isurus escheri","species","280549","Tortonian","","11.62","7.246","48619"
"1179664","occ","","","98312","Isurus sp.","genus","34613","","Isurus","genus","34613","Tortonian","","11.62","7.246","48619"
"1180422","occ","","","106277","Isurus sp.","genus","34613","","Isurus","genus","34613","Campanian","","83.6","72.1","35425"
"1184330","occ","","","45640","Isurus praecursor","species","124962","","Isurus praecursor","species","124962","Priabonian","","38","33.9","49243"
"1192384","occ","","","154111","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Pliocene","","5.333","2.588","49963"
"1192385","occ","","","154111","Isurus oxyrhinchus","species","83168","","Isurus oxyrhinchus","species","83168","Pliocene","","5.333","2.588","49963"
"1192386","occ","","","154111","Isurus benedeni","species","34613","species not entered","Isurus","genus","34613","Pliocene","","5.333","2.588","49963"
"1192410","occ","","","154114","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Middle Miocene","Early Pliocene","15.97","3.6","49966"
"1192411","occ","","","154114","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","Early Pliocene","15.97","3.6","49966"
"1192431","occ","","","154115","Isurus plana","species","34613","species not entered","Isurus","genus","34613","Late Pliocene","","3.6","2.588","49967"
"1192472","occ","","","154117","Isurus benedeni","species","34613","species not entered","Isurus","genus","34613","Pliocene","","5.333","2.588","49968"
"1192473","occ","","","154117","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Pliocene","","5.333","2.588","49968"
"1192475","occ","","","154117","Carcharodon sulcidens","species","202667","","Carcharodon sulcidens","species","202667","Pliocene","","5.333","2.588","49968"
"1192476","occ","","","154117","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Pliocene","","5.333","2.588","49968"
"1192504","occ","","","154118","Carcharodon sulcidens","species","202667","","Carcharodon sulcidens","species","202667","Pliocene","","5.333","2.588","49969"
"1192505","occ","","","154118","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Pliocene","","5.333","2.588","49969"
"1192506","occ","","","154118","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Pliocene","","5.333","2.588","49969"
"1194172","occ","","","154318","Isurus sp.","genus","34613","","Isurus","genus","34613","Langhian","Serravallian","15.97","11.62","50157"
"1194184","occ","","","154321","Isurus sp.","genus","34613","","Isurus","genus","34613","Langhian","Serravallian","15.97","11.62","50157"
"1194190","occ","","","35441","Procarcharodon sp.","genus","100434","subjective synonym of","Carcharodon","genus","34605","Langhian","","15.97","13.82","50157"
"1194191","occ","","","35441","Isurus sp.","genus","34613","","Isurus","genus","34613","Langhian","","15.97","13.82","50157"
"1195557","occ","","","154642","Carcharodon hastalis","species","265174","","Carcharodon hastalis","species","80595","Tortonian","Messinian","11.62","5.333","50270"
"1195721","occ","","","152083","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Early Miocene","","23.03","15.97","50281"
"1200117","occ","","","155253","Isurus cf. oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Burdigalian","","20.44","15.97","50623"
"1204809","occ","","","13309","Lamnidae indet.","family","80587","","Lamnidae","family","80587","Late Maastrichtian","","70.6","66","6052"
"1213379","occ","","","13297","Carcharodon n. sp. tembloris","species","298733","","Carcharodon tembloris","species","298733","Langhian","","15.97","13.82","51884"
"1213380","occ","","","13297","Carcharodon morricei","species","298734","","Carcharodon morricei","species","298734","Langhian","","15.97","13.82","51884"
"1214432","occ","","","59059","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Langhian","","15.97","13.82","51904"
"1214433","occ","","","59059","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Langhian","","15.97","13.82","51904"
"1214434","occ","","","59059","Isurus sp.","genus","34613","","Isurus","genus","34613","Langhian","","15.97","13.82","51904"
"1214436","occ","","","59059","Carcharodon sulcidens","species","202667","","Carcharodon sulcidens","species","202667","Langhian","","15.97","13.82","51904"
"1218925","occ","","","159349","Carcharocles chubutensis","species","301191","recombined as","Carcharodon subauriculatus","species","83172","Aquitanian","","23.03","20.44","52101"
"1218931","occ","","","159350","Carcharocles chubutensis","species","301191","recombined as","Carcharodon subauriculatus","species","83172","Aquitanian","","23.03","20.44","52101"
"1218933","occ","","","159351","Carcharocles chubutensis","species","301191","recombined as","Carcharodon subauriculatus","species","83172","Aquitanian","","23.03","20.44","52101"
"1218934","occ","","","159352","Carcharocles chubutensis","species","301191","recombined as","Carcharodon subauriculatus","species","83172","Aquitanian","","23.03","20.44","52101"
"1218939","occ","","","159353","Carcharocles chubutensis","species","301191","recombined as","Carcharodon subauriculatus","species","83172","Aquitanian","","23.03","20.44","52101"
"1219149","occ","","","159375","Lamna cattica","species","34615","species not entered","Lamna","genus","34615","Burdigalian","","20.44","15.97","52110"
"1219150","occ","","","159375","Lamna rupeliensis","species","34615","species not entered","Lamna","genus","34615","Burdigalian","","20.44","15.97","52110"
"1219152","occ","","","159375","Carcharodon chubutensis","species","97249","subjective synonym of","Carcharodon subauriculatus","species","83172","Burdigalian","","20.44","15.97","52110"
"1219155","occ","","","159375","Isurus benedeni","species","34613","species not entered","Isurus","genus","34613","Burdigalian","","20.44","15.97","52110"
"1219156","occ","","","159375","Isurus desori","species","280548","","Isurus desori","species","280548","Burdigalian","","20.44","15.97","52110"
"1219157","occ","","","159375","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Burdigalian","","20.44","15.97","52110"
"1219158","occ","","","159375","Isurus retrojlexus","species","34613","species not entered","Isurus","genus","34613","Burdigalian","","20.44","15.97","52110"
"1220200","occ","","","159595","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Burdigalian","Langhian","20.44","13.82","48529"
"1220201","occ","","","159595","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Burdigalian","Langhian","20.44","13.82","48529"
"1220303","occ","","","159664","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Early Miocene","","23.03","15.97","52152"
"1221298","occ","","","159887","Lamna apiculata","species","34615","species not entered","Lamna","genus","34615","Early Miocene","Middle Miocene","23.03","11.608","52184"
"1221300","occ","","","159887","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Early Miocene","Middle Miocene","23.03","11.608","52184"
"1221301","occ","","","159887","Isurus desrii","species","34613","species not entered","Isurus","genus","34613","Early Miocene","Middle Miocene","23.03","11.608","52184"
"1221302","occ","","","159887","Isurus retroflexus","species","34613","species not entered","Isurus","genus","34613","Early Miocene","Middle Miocene","23.03","11.608","52184"
"1221309","occ","","","159888","Lamna apiculata","species","34615","species not entered","Lamna","genus","34615","Early Miocene","","23.03","15.97","52184"
"1221310","occ","","","159888","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Early Miocene","","23.03","15.97","52184"
"1221312","occ","","","159888","Isurus sp.","genus","34613","","Isurus","genus","34613","Early Miocene","","23.03","15.97","52184"
"1221334","occ","","","159894","Lamna obliqua","species","132650","","Lamna obliqua","species","80600","Middle Eocene","","48.6","37.2","52184"
"1221338","occ","","","159895","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Eocene","","37.2","33.9","52184"
"1221339","occ","","","159895","Isurus sp.","genus","34613","","Isurus","genus","34613","Late Eocene","","37.2","33.9","52184"
"1221340","occ","","","159895","Lamna apiculata","species","34615","species not entered","Lamna","genus","34615","Late Eocene","","37.2","33.9","52184"
"1221344","occ","","","159896","Carcharodon sp.","genus","34605","","Carcharodon","genus","34605","Late Eocene","","37.2","33.9","52184"
"1221345","occ","","","159896","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Eocene","","37.2","33.9","52184"
"1221353","occ","","","159896","Lamna apiculata","species","34615","species not entered","Lamna","genus","34615","Late Eocene","","37.2","33.9","52184"
"1221354","occ","","","159896","Lamna vincenti","species","132651","","Lamna vincenti","species","253566","Late Eocene","","37.2","33.9","52184"
"1221552","occ","","","159914","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Late Pliocene","","3.6","2.588","52184"
"1221556","occ","","","159914","Lamna sp.","genus","34615","","Lamna","genus","34615","Late Pliocene","","3.6","2.588","52184"
"1227261","occ","","","161374","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Early Clarendonian","","13.6","10.3","52569"
"1227269","occ","","","161375","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Early Clarendonian","","13.6","10.3","52569"
"1227281","occ","","","161377","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Early Clarendonian","","13.6","10.3","52569"
"1227286","occ","","","161377","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Early Clarendonian","","13.6","10.3","52569"
"1227287","occ","","","161377","Isurus desori","species","280548","","Isurus desori","species","280548","Early Clarendonian","","13.6","10.3","52569"
"1227306","occ","","","161380","Carcharodon subauriculatus","species","83172","","Carcharodon subauriculatus","species","83172","Early Miocene","","23.03","15.97","52569"
"1227321","occ","","","161381","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52569"
"1227352","occ","","","161383","Isurus retrojlexus","species","34613","species not entered","Isurus","genus","34613","Messinian","","7.246","5.333","52582"
"1227357","occ","","","161384","Isurus retrojlexus","species","34613","species not entered","Isurus","genus","34613","Serravallian","Tortonian","13.82","7.246","52582"
"1227359","occ","","","161384","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Serravallian","Tortonian","13.82","7.246","52582"
"1227378","occ","","","161385","Isurus retrojlexus","species","34613","species not entered","Isurus","genus","34613","Burdigalian","","20.44","15.97","52582"
"1227380","occ","","","161385","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Burdigalian","","20.44","15.97","52582"
"1227388","occ","","","161385","Parotodus benedeni","species","280547","","Parotodus benedeni","species","280547","Burdigalian","","20.44","15.97","52582"
"1227394","occ","","","161386","Isurus retrojlexus","species","34613","species not entered","Isurus","genus","34613","Burdigalian","","20.44","15.97","52582"
"1227396","occ","","","161386","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Burdigalian","","20.44","15.97","52582"
"1227411","occ","","","161388","Isurus retrojlexus","species","34613","species not entered","Isurus","genus","34613","Aquitanian","","23.03","20.44","52582"
"1227412","occ","","","161388","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Aquitanian","","23.03","20.44","52582"
"1227646","occ","","","161438","Isurus sp.","genus","34613","","Isurus","genus","34613","Eocene","","56","33.9","52598"
"1227647","occ","","","161438","Lamna sp.","genus","34615","","Lamna","genus","34615","Eocene","","56","33.9","52598"
"1227648","occ","","","161438","Carcharodon auriculatus","species","205319","","Carcharodon auriculatus","species","205317","Eocene","","56","33.9","52598"
"1227649","occ","","","161438","Carcharodon angustidens","species","124964","","Carcharodon angustidens","species","124964","Eocene","","56","33.9","52598"
"1227650","occ","","","161438","Carcharodon nodai","species","34605","species not entered","Carcharodon","genus","34605","Eocene","","56","33.9","52598"
"1227654","occ","","","161439","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Early Oligocene","","33.9","28.4","52598"
"1227655","occ","","","161439","Isurus desori","species","280548","","Isurus desori","species","280548","Early Oligocene","","33.9","28.4","52598"
"1227656","occ","","","161439","Lamna sp.","genus","34615","","Lamna","genus","34615","Early Oligocene","","33.9","28.4","52598"
"1227664","occ","","","161440","Isurus desori","species","280548","","Isurus desori","species","280548","Early Oligocene","","33.9","28.4","52598"
"1227665","occ","","","161440","Carcharodon angustidens","species","124964","","Carcharodon angustidens","species","124964","Early Oligocene","","33.9","28.4","52598"
"1227676","occ","","","161441","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Miocene","","23.03","5.333","52598"
"1227677","occ","","","161441","Isurus desori","species","280548","","Isurus desori","species","280548","Miocene","","23.03","5.333","52598"
"1227686","occ","","","161442","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52598"
"1227687","occ","","","161442","Carcharodon sp.","genus","34605","","Carcharodon","genus","34605","Middle Miocene","","15.97","11.608","52598"
"1227692","occ","","","161443","Isurus sp.","genus","34613","","Isurus","genus","34613","Miocene","","23.03","5.333","52598"
"1227693","occ","","","161443","Lamna sp.","genus","34615","","Lamna","genus","34615","Miocene","","23.03","5.333","52598"
"1227695","occ","","","161443","Carcharodon sp.","genus","34605","","Carcharodon","genus","34605","Miocene","","23.03","5.333","52598"
"1227723","occ","","","161445","Isurus paucus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52598"
"1227724","occ","","","161445","Isurus benedeni","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52598"
"1227725","occ","","","161445","Isurus retroflexus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52598"
"1227726","occ","","","161445","Isurus desori","species","280548","","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","52598"
"1227727","occ","","","161445","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52598"
"1227728","occ","","","161445","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52598"
"1227748","occ","","","161446","Carcharodon sulcidens","species","202667","","Carcharodon sulcidens","species","202667","Middle Miocene","","15.97","11.608","52598"
"1227750","occ","","","161446","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52598"
"1227754","occ","","","161447","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Miocene","","23.03","5.333","52598"
"1227755","occ","","","161447","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Miocene","","23.03","5.333","52598"
"1227756","occ","","","161447","Isurus desori","species","280548","","Isurus desori","species","280548","Miocene","","23.03","5.333","52598"
"1227809","occ","","","161451","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Pliocene","","5.333","2.588","52598"
"1227813","occ","","","161452","Isurus paucus","species","34613","species not entered","Isurus","genus","34613","Pliocene","","5.333","2.588","52598"
"1227814","occ","","","161452","Isurus sp.","genus","34613","","Isurus","genus","34613","Pliocene","","5.333","2.588","52598"
"1227816","occ","","","161453","Isurus sp.","genus","34613","","Isurus","genus","34613","Pleistocene","","2.588","0.0117","52598"
"1227822","occ","","","161454","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Early Pleistocene","","2.588","0.781","52598"
"1227971","occ","","","161489","Parotodus benedeni","species","280547","","Parotodus benedeni","species","280547","Serravallian","","13.82","11.62","52618"
"1227972","occ","","","161489","Isurus desori","species","280548","","Isurus desori","species","280548","Serravallian","","13.82","11.62","52618"
"1227973","occ","","","161489","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Serravallian","","13.82","11.62","52618"
"1227974","occ","","","161489","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Serravallian","","13.82","11.62","52618"
"1227988","occ","","","161491","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52618"
"1227989","occ","","","161491","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52618"
"1228005","occ","","","161492","Isurus desori","species","280548","","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","52618"
"1228006","occ","","","161492","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52618"
"1228007","occ","","","161492","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52618"
"1228033","occ","","","161494","Isurus desori","species","280548","","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","52618"
"1228034","occ","","","161494","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52618"
"1228035","occ","","","161494","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52618"
"1228044","occ","","","161495","Isurus desori","species","280548","","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","52618"
"1228045","occ","","","161495","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52618"
"1228046","occ","","","161495","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52618"
"1228054","occ","","","161496","Parotodus benedeni","species","280547","","Parotodus benedeni","species","280547","Middle Miocene","","15.97","11.608","52618"
"1228055","occ","","","161496","Isurus desori","species","280548","","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","52618"
"1228056","occ","","","161496","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52618"
"1228057","occ","","","161496","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52618"
"1228064","occ","","","161497","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Serravallian","","13.82","11.62","52618"
"1228065","occ","","","161497","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Serravallian","","13.82","11.62","52618"
"1228070","occ","","","161498","Isurus haslalis","species","34613","species not entered","Isurus","genus","34613","Late Miocene","","11.608","5.333","52618"
"1228074","occ","","","161500","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Serravallian","","13.82","11.62","52618"
"1228075","occ","","","161500","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Serravallian","","13.82","11.62","52618"
"1228079","occ","","","161501","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Serravallian","","13.82","11.62","52618"
