Species	Status	min_age	max_age
Pachycrocuta	extinct	0.0117	3.2
Panthera_gombaszoegensis	extinct	0.0117	3.2
Allohyaena	extinct	5.333	11.608
Lynx	extant	2.588	5.333
Felis_youngi	extinct	0.0117	2.588
Homotherium	extinct	0.0117	3.2
Felidae	extant	0.781	2.588
Panthera_gombaszoegensis	extinct	0.781	2.588
Megantereon_cultridens	extinct	0.781	2.588
Lynx	extant	0.781	2.588
Panthera_gombaszoegensis	extinct	0.126	2.588
Panthera_leo	extant	0.0117	2.588
Megantereon_cultridens	extinct	0.0117	5.333
Lynx	extant	0.126	0.781
Crocuta_crocuta	extant	0.0117	2.588
Crocuta_crocuta	extant	0.0117	2.588
Lynx	extant	0.0117	2.588
Homotherium	extinct	0.781	2.588
Megantereon_whitei	extinct	0.781	2.588
Lynx	extant	0.781	2.588
Pachycrocuta	extinct	0.781	2.588
Lynx	extant	0.781	2.588
Panthera_gombaszoegensis	extinct	0.781	2.588
Megantereon_cultridens	extinct	0.781	2.588
Panthera	extinct	0.781	2.588
Acinonyx	extinct	0.781	2.588
Pachycrocuta	extinct	0.781	2.588
Homotherium	extinct	0.781	2.588
Panthera_gombaszoegensis	extinct	0.781	2.588
Crocuta_crocuta	extant	0.781	2.588
Homotherium	extinct	0.0117	2.588
Panthera_gombaszoegensis	extinct	0.0117	2.588
Crocuta_crocuta	extant	0.0117	2.588
Crocuta_crocuta	extant	0.126	0.781
Panthera_gombaszoegensis	extinct	0.126	0.781
Panthera_leo	extant	0.126	0.781
Panthera_leo	extant	0.126	0.781
Lynx	extant	2.588	3.2
Felis	extant	2.588	3.2
Pachycrocuta	extinct	2.588	3.2
Megantereon_whitei	extinct	0.781	2.588
Crocuta_crocuta	extant	0.126	0.781
Panthera_leo	extant	0.0117	2.588
Panthera	extinct	0.0117	2.588
Felis_silvestris	extant	0.126	0.781
Lynx	extant	0.126	0.781
Crocuta	extant	0.126	0.781
Felis_silvestris	extant	0.0117	5.333
Felidae	extant	0.0117	5.333
Machairodontinae	extinct	0.0117	5.333
Panthera_gombaszoegensis	extinct	0.126	2.588
Hyaenidae	extinct	0.126	2.588
Homotherium	extinct	0.126	2.588
Tungurictis	extinct	5.333	11.608
Machairodus	extinct	5.333	11.608
Tungurictis	extinct	5.333	11.608
Felis	extant	2.588	5.333
Lynx	extant	2.588	5.333
Felis	extant	2.588	3.2
Lynx	extant	0.0117	5.333
Homotherium	extinct	0.0117	5.333
Felidae	extant	2.588	3.2
Felis	extant	2.588	3.2
Lynx_lynx	extant	2.588	3.2
Panthera	extinct	2.588	3.2
Panthera_gombaszoegensis	extinct	2.588	3.2
Felidae	extant	2.588	3.2
Homotherium	extinct	2.588	3.2
Felis	extant	2.588	3.2
Lynx	extant	2.588	3.2
Pachycrocuta	extinct	2.588	3.2
Felis	extant	2.588	3.2
Lynx	extant	2.588	3.2
Panthera	extinct	2.588	3.2
Panthera	extinct	2.588	3.2
Homotherium	extinct	2.588	3.2
Felidae	extant	0.0117	5.333
Felis	extant	0.781	2.588
Lynx	extant	0.781	2.588
Machairodus	extinct	4.9	10.3
Semigenetta	extinct	13.82	15.97
Felis	extant	0.781	2.588
Panthera_gombaszoegensis	extinct	0.781	2.588
Panthera_gombaszoegensis	extinct	0.126	0.781
Panthera_gombaszoegensis	extinct	0.126	0.781
Pseudaelurus	extinct	4.9	10.3
Machairodus_catocopis	extinct	4.9	10.3
Panthera_pardus	extant	0.126	0.781
Felis	extant	5.333	11.608
Felis	extant	0.126	0.781
Panthera_pardus	extant	0.126	0.781
Homotherium	extinct	0.126	0.781
Panthera_gombaszoegensis	extinct	0.0117	2.588
Pachycrocuta	extinct	0.0117	2.588
Crocuta_crocuta	extant	0.0117	2.588
Homotherium	extinct	0.0117	2.588
Felis	extant	0.126	0.781
Lynx	extant	0.126	0.781
Panthera_gombaszoegensis	extinct	0.126	0.781
Panthera_pardus	extant	0.126	0.781
Homotherium	extinct	0.126	0.781
Pliocrocuta_perrieri	extinct	0.126	0.781
Pachycrocuta	extinct	0.126	0.781
Homotherium	extinct	0.126	0.781
Felis	extant	0.126	0.781
Pachycrocuta	extinct	0.126	0.781
Hyaena	extant	0.126	0.781
Felidae	extant	0.126	0.781
Viverra	extant	2.588	3.6
Homotherium	extinct	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Lynx	extant	0.0117	2.588
Hyaena	extant	0.0117	2.588
Felis	extant	0.0117	2.588
Hyaena	extant	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Panthera_tigris	extant	0.0117	2.588
Hyaena	extant	0.0117	2.588
Hyaena	extant	0.0117	2.588
Viverricula_malaccensis	extinct	0.0117	2.588
Hyaena	extant	0.0117	2.588
Hyaena	extant	0.0117	2.588
Megantereon_nihowanensis	extinct	0.0117	2.588
Lynx	extant	0.126	0.781
Panthera_pardus	extant	0.0117	0.126
Panthera_pardus	extant	0.0117	0.126
Uncia_spelea	extinct	0.0117	2.588
Crocuta_crocuta	extant	0.0117	2.588
Crocuta_crocuta	extant	0.0117	0.781
Megantereon_whitei	extinct	0.0117	2.588
Lynx	extant	0.0117	2.588
Felis	extant	0.0117	2.588
Panthera_gombaszoegensis	extinct	0.0117	2.588
Lynx	extant	0.0117	2.588
Ictitherium	extinct	7.246	7.75
Crocuta	extant	0	2.588
Paguma_larvata	extant	0	2.588
Felis	extant	0	2.588
Nimravidae	extinct	28.1	33.9
Hyaena	extant	0.781	2.588
Panthera	extinct	0.781	2.588
Genetta	extant	0.781	2.588
Panthera_tigris	extant	0.0117	2.588
Viverra_leakeyi	extinct	2.588	5.333
Hyaenidae	extinct	0.781	2.588
Panthera	extinct	0.781	2.588
Felis	extant	0.781	2.588
Crocuta_crocuta	extant	0.781	2.588
Viverridae	extant	0.781	2.588
Dinofelis	extinct	0.781	2.588
Hyaenidae	extinct	0.781	2.588
Felis	extant	0.781	2.588
Panthera	extinct	0.781	2.588
Genetta	extant	0.781	2.588
Panthera	extinct	0.781	2.588
Hyaena	extant	0.781	2.588
Crocuta_crocuta	extant	0.0117	2.588
Mungos	extinct	0.0117	2.588
Herpestes_ichneumon	extant	0.0117	2.588
Panthera_onca	extant	0.0117	2.588
Miracinonyx_inexpectatus	extinct	0.0117	2.588
Felis	extant	0.0117	2.588
Lynx_rufus	extant	0.0117	2.588
Homotherium	extinct	0.126	0.781
Kichechia_zamanae	extinct	15.97	20.44
Hyaena	extant	0.126	0.781
Hyaena	extant	2.588	5.333
Acinonyx	extinct	2.588	5.333
Megantereon_cultridens	extinct	2.588	5.333
Chasmaporthetes	extinct	2.588	5.333
Acinonyx	extinct	2.588	5.333
Homotherium	extinct	2.588	5.333
Hyaena	extant	0.0117	0.126
Hyaena	extant	0.0117	0.126
Panthera_pardus	extant	0.0117	0.126
Hyaena	extant	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Hyaenidae	extinct	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Lynx	extant	0.0117	2.588
Caracal_caracal	extant	0.0117	2.588
Felinae	extinct	0.0117	2.588
Pliocrocuta_perrieri	extinct	0.0117	5.333
Panthera	extinct	0.0117	5.333
Pliocrocuta_perrieri	extinct	2.588	5.333
Pachycrocuta	extinct	2.588	5.333
Lynx	extant	2.588	5.333
Acinonyx	extinct	2.588	5.333
Homotherium	extinct	2.588	5.333
Pliocrocuta_perrieri	extinct	2.588	5.333
Pliocrocuta_perrieri	extinct	2.588	5.333
Acinonyx	extinct	2.588	5.333
Pachycrocuta	extinct	0.126	3.6
Pachycrocuta	extinct	0.126	3.6
Crocuta_crocuta	extant	0.126	3.6
Semigenetta	extinct	7.246	11.62
Semigenetta	extinct	11.608	12.7
Herpestes	extant	11.608	12.7
Lynx	extant	2.588	5.333
Pliocrocuta_perrieri	extinct	2.588	5.333
Homotherium	extinct	2.588	5.333
Megantereon_megantereon	extinct	2.588	5.333
Lynx	extant	2.588	5.333
Pachycrocuta	extinct	0.781	2.588
Felidae	extant	2.588	5.333
Machairodontinae	extinct	2.588	5.333
Pachycrocuta	extinct	0.126	0.781
Pachycrocuta	extinct	0.781	2.588
Panthera	extinct	0.781	2.588
Felis	extant	0.781	2.588
Panthera_pardus	extant	0.126	0.781
Crocuta_crocuta	extant	0.126	0.781
Dinofelis	extinct	2.588	5.333
Lynx	extant	2.588	5.333
Machairodus	extinct	2.588	5.333
Lynx	extant	3.2	5.333
Pachycrocuta	extinct	0.0117	2.588
Panthera_gombaszoegensis	extinct	0.0117	2.588
Felis	extant	0.0117	2.588
Homotherium	extinct	0.0117	2.588
Homotherium	extinct	0.781	2.588
Panthera	extinct	0.0117	0.781
Hyaena	extant	0.0117	0.781
Chasmaporthetes	extinct	0.781	2.588
Crocuta	extant	0.781	2.588
Panthera_gombaszoegensis	extinct	0.0117	2.588
Chasmaporthetes	extinct	3.2	5.333
Hyaena	extant	3.2	5.333
Lynx	extant	3.2	5.333
Machairodontinae	extinct	3.2	5.333
Felinae	extinct	3.2	5.333
Hyaena	extant	2.588	5.333
Lynx	extant	2.588	5.333
Pliocrocuta_perrieri	extinct	1.806	2.588
Chasmaporthetes	extinct	1.806	2.588
Acinonyx	extinct	1.806	2.588
Lynx	extant	1.806	2.588
Panthera	extinct	1.806	2.588
Megantereon_megantereon	extinct	1.806	2.588
Hyaena	extant	5.333	8.7
Felidae	extant	5.333	8.7
Ictitherium	extinct	5.333	8.7
Chasmaporthetes	extinct	0.0117	5.333
Pachycrocuta	extinct	0.0117	5.333
Felidae	extant	2.588	5.333
Felidae	extant	2.588	5.333
Felidae	extant	15.97	20.44
Felis	extant	5.333	8.7
Dinofelis	extinct	5.333	8.7
Amphimachairodus_giganteus	extinct	5.333	8.7
Paramachaerodus	extinct	5.333	8.7
Thalassictis	extinct	5.333	8.7
Metailurus	extinct	5.333	8.7
Machairodus	extinct	5.333	8.7
Adcrocuta	extinct	5.333	8.7
Thalassictis	extinct	5.333	8.7
Plioviverrops	extinct	5.333	8.7
Lycyaena	extinct	5.333	8.7
Felidae	extant	8.7	11.608
Machairodus	extinct	8.7	11.608
Machairodus	extinct	8.7	11.608
Protictitherium	extinct	8.7	11.608
Plioviverrops	extinct	8.7	11.608
Lycyaena	extinct	8.7	11.608
Felis	extant	2.588	5.333
Pachycrocuta	extinct	0.126	0.781
Homotherium	extinct	0.126	0.781
Panthera_gombaszoegensis	extinct	0.126	0.781
Pachycrocuta	extinct	0.781	2.588
Pachycrocuta	extinct	0.781	2.588
Pachycrocuta	extinct	0.781	2.588
Homotherium	extinct	0.781	2.588
Homotherium	extinct	0.781	2.588
Pachycrocuta	extinct	0.781	2.588
Homotherium	extinct	0.781	2.588
Megantereon	extant	2.588	3.2
Pliocrocuta_perrieri	extinct	2.588	3.2
Viverra	extant	5.333	8.7
Ictitherium	extinct	5.333	8.7
Felis	extant	5.333	8.7
Machairodus	extinct	8.7	11.608
Felinae	extinct	11.608	15.97
Pliocrocuta_perrieri	extinct	0.781	2.588
Tungurictis	extinct	5.333	15.97
Metailurus	extinct	5.333	15.97
Machairodus	extinct	5.333	15.97
Herpestidae	extant	8.7	11.608
Miomachairodus	extinct	8.7	11.608
Chasmaporthetes	extinct	3.2	5.333
Metailurus	extinct	3.2	5.333
Ictitherium	extinct	2.588	5.333
Machairodus	extinct	2.588	5.333
Hyaenidae	extinct	2.588	5.333
Pseudaelurus_quadridentatus	extinct	11.62	15.97
Pseudaelurus_lorteti	extinct	11.62	15.97
Felis	extant	3.2	4.2
Ictitherium	extinct	5.333	8.7
Adcrocuta	extinct	5.333	8.7
Machairodus	extinct	5.333	8.7
Ictitherium	extinct	5.333	8.7
Adcrocuta	extinct	5.333	8.7
Metailurus	extinct	5.333	8.7
Machairodus	extinct	5.333	8.7
Hyaena_hyaena	extant	0.126	0.781
Panthera_pardus	extant	0.126	0.781
Panthera_leo	extant	0.126	0.781
Felis	extant	0.781	2.588
Megantereon_megantereon	extinct	0.781	2.588
Panthera_gombaszoegensis	extinct	0.781	2.588
Ictitherium	extinct	5.333	8.7
Hyaenictis	extinct	5.333	8.7
Panthera_leo	extant	0.126	0.781
Panthera_pardus	extant	0.126	0.781
Caracal_caracal	extant	0.126	0.781
Felis	extant	0.126	0.781
Crocuta_crocuta	extant	0.126	0.781
Panthera_tigris	extant	0.126	0.781
Panthera_pardus	extant	0.126	0.781
Crocuta_crocuta	extant	0.126	0.781
Paradoxurinae	extinct	5.333	8.7
Viverridae	extant	5.333	8.7
Felidae	extant	11.608	15.97
Semigenetta	extinct	15.97	20.44
Felidae	extant	15.97	20.44
Panthera_gombaszoegensis	extinct	0.0117	0.781
Homotherium	extinct	0.0117	0.781
Panthera_leo	extant	0.0117	0.781
Homotherium	extinct	0.0117	0.781
Crocuta_crocuta	extant	0.0117	0.126
Panthera	extinct	0.0117	0.126
Lynx	extant	0.0117	0.126
Panthera_leo	extant	0.0117	0.126
Crocuta_crocuta	extant	0.0117	0.126
Crocuta_crocuta	extant	0.0117	0.126
Panthera_leo	extant	0.0117	0.126
Panthera_pardus	extant	0.0117	0.126
Crocuta_crocuta	extant	0.0117	0.126
Panthera_leo	extant	0.126	0.781
Panthera_pardus	extant	0.126	0.781
Panthera_pardus	extant	0.126	0.781
Panthera_leo	extant	0.126	0.781
Panthera_pardus	extant	0.126	0.781
Machairodus	extinct	0.126	2.588
Panthera_leo	extant	0.126	0.781
Panthera_leo	extant	0.126	0.781
Panthera_leo	extant	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Panthera	extinct	0.0117	2.588
Crocuta_crocuta	extant	0.0117	2.588
Homotherium	extinct	0.0117	2.588
Panthera_leo	extant	0.126	0.781
Panthera_pardus	extant	0.126	0.781
Felis	extant	0.0117	0.126
Crocuta_crocuta	extant	0.126	0.781
Panthera_leo	extant	0.126	0.781
Crocuta_crocuta	extant	0.126	0.781
Panthera_leo	extant	0.0117	0.781
Panthera_leo	extant	0.0117	2.588
Crocuta_crocuta	extant	0.0117	2.588
Anictis_simplicidens	extinct	28.4	33.9
Eusmilus	extinct	28.4	33.9
Lynx	extant	0.781	2.588
Pachycrocuta	extinct	0.781	2.588
Lynx	extant	0.781	2.588
Acinonyx	extinct	0.781	2.588
Homotherium	extinct	0.781	2.588
Pliocrocuta_perrieri	extinct	0.0117	5.333
Chasmaporthetes	extinct	0.0117	5.333
Acinonyx	extinct	0.0117	5.333
Homotherium	extinct	0.0117	5.333
Megantereon_megantereon	extinct	0.0117	5.333
Ictitherium	extinct	5.333	8.7
Viverrinae	extinct	5.333	8.7
Ictitherium	extinct	5.333	8.7
Epimachairodus	extinct	5.333	8.7
Pseudaelurus	extinct	5.333	8.7
Viverra	extant	5.333	8.7
Paradoxurinae	extinct	5.333	8.7
Viverridae	extant	5.333	8.7
Ictitherium	extinct	5.333	8.7
Ictitherium	extinct	5.333	8.7
Epimachairodus	extinct	5.333	8.7
Pseudaelurus	extinct	5.333	8.7
Viverrinae	extinct	5.333	8.7
Ictitherium	extinct	5.333	8.7
Pseudaelurus	extinct	5.333	8.7
Viverra	extant	5.333	8.7
Viverrinae	extinct	5.333	8.7
Viverridae	extant	5.333	8.7
Ictitherium	extinct	5.333	8.7
Pseudaelurus	extinct	5.333	8.7
Felis	extant	5.333	8.7
Paradoxurinae	extinct	5.333	8.7
Viverridae	extant	5.333	8.7
Ictitherium	extinct	5.333	8.7
Ictitherium	extinct	5.333	8.7
Epimachairodus	extinct	5.333	8.7
Pseudaelurus	extinct	5.333	8.7
Machairodus_irtyschensis	extinct	2.588	5.333
Felidae	extant	7.246	11.62
Panthera	extinct	0.781	2.588
Panthera_pardus	extant	0.781	2.588
Lynx_lynx	extant	0.781	2.588
Crocuta	extant	0.781	2.588
Felis_silvestris	extant	0.781	2.588
Lynx_lynx	extant	0.781	2.588
Crocuta	extant	0.781	2.588
Eusmilus	extinct	37.2	48.6
Ictitherium	extinct	2.588	5.333
Felidae	extant	11.1	13.65
Protictitherium	extinct	13.65	15.97
Viverra	extant	15.97	23.03
Pseudaelurus_turnauensis	extinct	15.97	23.03
Pliocrocuta_perrieri	extinct	2.588	3.2
Lynx	extant	2.588	3.2
Pliocrocuta_perrieri	extinct	2.588	3.2
Chasmaporthetes	extinct	2.588	3.2
Lynx	extant	2.588	3.2
Acinonyx	extinct	2.588	3.2
Homotherium	extinct	2.588	3.2
Megantereon_megantereon	extinct	2.588	3.2
Chasmaporthetes	extinct	1.806	2.588
Lynx	extant	1.806	2.588
Pliocrocuta_perrieri	extinct	1.806	2.588
Chasmaporthetes	extinct	1.806	2.588
Lynx	extant	1.806	2.588
Homotherium	extinct	1.806	2.588
Megantereon_megantereon	extinct	1.806	2.588
Homotherium	extinct	1.806	2.588
Hyaena	extant	1.806	2.588
Chasmaporthetes	extinct	1.806	2.588
Acinonyx	extinct	1.806	2.588
Viretailurus	extinct	1.806	2.588
Lynx	extant	1.806	2.588
Megantereon_megantereon	extinct	1.806	2.588
Homotherium	extinct	1.806	2.588
Homotherium	extinct	1.806	2.588
Semigenetta	extinct	15.97	20.44
Megantereon_megantereon	extinct	1.806	2.588
Pachycrocuta	extinct	0.781	2.588
Homotherium	extinct	0.781	2.588
Felis	extant	0.781	2.588
Acinonyx	extinct	0.781	2.588
Lynx	extant	0.781	2.588
Crocuta	extant	0.781	2.588
Hyaena	extant	0.781	2.588
Lynx	extant	0.781	2.588
Lynx	extant	0.126	0.781
Hyaena	extant	0.126	0.781
Homotherium	extinct	0.0117	2.588
Panthera	extinct	0.0117	0.126
Panthera	extinct	0.781	2.588
Panthera_gombaszoegensis	extinct	0.0117	2.588
Crocuta_crocuta	extant	0.0117	2.588
Lynx	extant	0.126	0.781
Panthera_gombaszoegensis	extinct	0.126	0.781
Pliocrocuta_perrieri	extinct	0.126	0.781
Panthera	extinct	0.126	0.781
Lynx	extant	0.126	0.781
Acinonyx	extinct	0.126	0.781
Machairodus	extinct	0.126	0.781
Crocuta	extant	0.126	0.781
Lynx	extant	0.126	0.781
Lynx	extant	0.126	0.781
Panthera_gombaszoegensis	extinct	0.126	0.781
Pliocrocuta_perrieri	extinct	0.126	0.781
Lynx	extant	0.126	0.781
Panthera_gombaszoegensis	extinct	0.126	0.781
Lynx	extant	0.126	0.781
Lynx	extant	0.126	0.781
Pliocrocuta_perrieri	extinct	0.126	0.781
Pachycrocuta	extinct	0.781	2.588
Homotherium	extinct	0.781	2.588
Homotherium	extinct	0.126	0.781
Hyaenidae	extinct	0.126	0.781
Homotherium	extinct	0.126	0.781
Pliocrocuta_perrieri	extinct	0.126	0.781
Hyaenidae	extinct	0.126	2.588
Lynx	extant	0.126	0.781
Hyaena	extant	0.126	0.781
Homotherium	extinct	0.126	2.588
Pachycrocuta	extinct	0.0117	5.333
Acinonyx	extinct	2.588	3.2
Pachycrocuta	extinct	2.588	3.2
Megantereon_cultridens	extinct	1.806	2.588
Homotherium	extinct	1.806	2.588
Lynx	extant	1.806	2.588
Chasmaporthetes	extinct	1.806	2.588
Felis	extant	1.806	2.588
Pachycrocuta	extinct	0.0117	5.333
Homotherium	extinct	0.781	2.588
Viverridae	extant	2.588	3.2
Felidae	extant	2.588	3.2
Hyaenidae	extinct	1.806	2.588
Machairodontinae	extinct	1.806	2.588
Herpestes	extant	11.1	12.75
Semigenetta	extinct	11.1	12.75
Megantereon_megantereon	extinct	1.806	2.588
Homotherium	extinct	0.126	0.781
Crocuta_crocuta	extant	0.126	0.781
Panthera_leo	extant	0.126	0.781
Crocuta_crocuta	extant	0.126	0.781
Crocuta_crocuta	extant	0.126	0.781
Crocuta_crocuta	extant	0.126	0.781
Felis	extant	0.126	0.781
Panthera_gombaszoegensis	extinct	0.126	0.781
Homotherium	extinct	0.126	0.781
Hyaena	extant	0.126	0.781
Homotherium	extinct	0.126	0.781
Hyaena	extant	0.781	2.588
Crocuta_crocuta	extant	0.126	0.781
Pliocrocuta_perrieri	extinct	0.126	0.781
Crocuta_crocuta	extant	0.126	0.781
Lynx	extant	0.126	0.781
Panthera_leo	extant	0.126	0.781
Panthera_gombaszoegensis	extinct	0.126	0.781
Acinonyx	extinct	0.126	0.781
Homotherium	extinct	0.126	0.781
Pliocrocuta_perrieri	extinct	0.126	0.781
Panthera_pardus	extant	0.126	0.781
Panthera_leo	extant	0.126	0.781
Lynx	extant	0.126	0.781
Felis	extant	0.126	0.781
Homotherium	extinct	0.126	0.781
Panthera_leo	extant	0.126	0.781
Felis	extant	0.126	0.781
Panthera_pardus	extant	0.126	0.781
Acinonyx	extinct	0.126	0.781
Homotherium	extinct	0.126	0.781
Hyaena_hyaena_hyaena	extinct	0.126	0.781
Crocuta	extant	0.126	0.781
Felis_silvestris	extant	0.126	0.781
Panthera_leo	extant	0.126	0.781
Felis	extant	0.781	2.588
Crocuta	extant	0.781	2.588
Lycyaena	extinct	0.781	2.588
Homotherium	extinct	0.126	2.588
Hyaenidae	extinct	0.126	2.588
Hyaena	extant	0.781	2.588
Acinonyx	extinct	0.781	2.588
Panthera_leo	extant	0.781	2.588
Lynx	extant	0.781	2.588
Panthera_gombaszoegensis	extinct	0.781	2.588
Panthera_pardus	extant	0.781	2.588
Machairodus	extinct	4.2	7.246
Lynx	extant	4.2	4.9
Lynx	extant	3.2	4.2
Lynx	extant	3.2	4.2
Homotherium	extinct	3.2	4.2
Chasmaporthetes	extinct	2.588	4.2
Megantereon	extant	2.588	4.2
Homotherium	extinct	2.588	4.2
Lynx	extant	2.588	4.2
Felis	extant	1.806	2.588
Viverridae	extant	1.806	2.588
Crocuta	extant	0.126	0.781
Hyaena	extant	0.126	0.781
Hyaena	extant	0.126	0.781
Panthera_tigris	extant	0.126	0.781
Panthera_pardus	extant	0.126	0.781
Pseudaelurus	extinct	0.126	0.781
Felis	extant	0.126	0.781
Viverra	extant	11.1	13.65
Vishnufelis	extinct	11.1	13.65
Panthera	extinct	2.588	5.333
Viverra	extant	2.588	5.333
Crocuta	extant	2.588	5.333
Vishnuictis	extinct	2.588	5.333
Suricata_suricatta	extinct	0.0117	0.126
Hyaena	extant	1.806	2.588
Pachycrocuta	extinct	0.781	2.588
Chasmaporthetes	extinct	0.0117	5.333
Homotherium	extinct	0.0117	5.333
Panthera	extinct	0.781	2.588
Acinonyx	extinct	0.0117	5.333
Hyaenidae	extinct	0.0117	5.333
Homotherium	extinct	1.806	2.588
Felidae	extant	7.246	13.82
Panthera_pardus	extant	0	0.0117
Ictitherium	extinct	5.333	11.608
Viverridae	extant	5.333	11.608
Felis_prisca	extinct	5.333	11.608
Machairodus	extinct	5.333	11.608
Ictitherium	extinct	11.608	12.7
Hyaenidae	extinct	0.0117	5.333
Panthera_gombaszoegensis	extinct	0.0117	5.333
Homotherium	extinct	0.0117	5.333
Genetta	extant	11.608	15.97
Ictitherium	extinct	11.608	15.97
Hyaenictis	extinct	11.608	15.97
Felis	extant	11.608	15.97
Hyaenictitherium	extinct	5.333	7.246
Ictitherium	extinct	5.333	7.246
Hyaenidae	extinct	5.333	7.246
Machairodus	extinct	5.333	7.246
Smilodon_populator	extant	0.0117	0.126
Hyaenotherium	extinct	7.246	7.75
Adcrocuta	extinct	7.246	7.75
Genetta	extant	0.0117	2.588
Atilax_paludinosus	extant	0.0117	2.588
Viverridae	extant	0.0117	2.588
Herpestes_ichneumon	extant	0.0117	2.588
Herpestes_pulverulentus	extant	0.0117	2.588
Parahyaena_brunnea	extant	0.0117	2.588
Felis_libyca	extant	0.0117	2.588
Caracal_caracal	extant	0.0117	2.588
Panthera_leo	extant	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Machairodus	extinct	1.8	10.3
Herpailurus	extinct	0.126	0.781
Smilodon_fatalis	extant	0.0117	0.126
Smilodon_fatalis	extant	0.0117	0.126
Lynx_rufus	extant	0	0.126
Smilodon_fatalis	extant	0	0.126
Smilodon_populator	extant	0.0117	0.126
Smilodon_populator	extant	0.0117	2.588
Stenoplesictis	extinct	28.1	33.9
Stenoplesictis_cayluxi	extinct	28.4	33.9
Panthera_onca	extant	0.0117	2.588
Lynx_rufus	extant	0.012	0.3
Panthera_leo	extant	0.126	0.781
Hyaenidae	extinct	0.126	0.781
Pachycrocuta	extinct	0.781	2.588
Paramachaerodus	extinct	0.781	2.588
Homotherium	extinct	0.781	2.588
Megantereon_megantereon	extinct	0.781	2.588
Felis	extant	0.781	2.588
Lynx	extant	0.781	2.588
Herpestides	extinct	20	22.4
Proailurus	extinct	20	22.4
Pseudaelurus_romieviensis	extinct	15.97	16.9
Protictitherium	extinct	15.97	16.9
Palaeogale_minuta	extinct	15.97	16.9
Protictitherium	extinct	15.97	16.9
Pseudaelurus	extinct	15.97	16.9
Pseudaelurus_lorteti	extinct	15.97	16.9
Pseudaelurus_romieviensis	extinct	15.97	16.9
Palaeogale_hyaenoides	extinct	15.97	16.9
Semigenetta	extinct	15.97	16.9
Herpestes	extant	15.97	16.9
Pseudaelurus_lorteti	extinct	15.97	16.9
Machairodontinae	extinct	12.75	13.65
Pseudaelurus	extinct	12.75	13.65
Pseudaelurus_lorteti	extinct	11.1	13.65
Pseudaelurus_turnauensis	extinct	11.1	13.65
Viverrinae	extinct	11.62	13.82
Thalassictis_robusta	extinct	9.7	11.1
Panthera_pardus	extant	0.781	2.588
Palaeogale	extinct	20.43	24.8
Smilodon_fatalis	extant	0.012	0.3
Pseudaelurus_lorteti	extinct	15.97	16.9
Viverridae	extant	11.62	13.82
Herpestides_aegypticus	extinct	15.97	23.03
Herpestides_aegypticus	extinct	15.97	23.03
Ketketictis_solida	extinct	15.97	23.03
Moghradictis_nedjema	extinct	15.97	23.03
Moghradictis_nedjema	extinct	15.97	23.03
Puma_concolor	extant	0.781	2.588
Felis	extant	0.781	2.588
Panthera_onca	extant	0.781	2.588
Smilodon_populator	extant	0.781	2.588
Panthera_onca	extant	0.126	0.781
Smilodon_populator	extant	0.126	0.781
Genetta	extant	2.588	5.333
Homotherium	extinct	2.588	5.333
Hyaena	extant	0.781	2.588
Panthera_tigris	extant	0.781	2.588
Felis	extant	0.781	2.588
Hyaenidae	extinct	4.2	4.9
Hyaenidae	extinct	3.6	5.333
Viverridae	extant	3.6	5.333
Felidae	extant	3.6	5.333
Megantereon	extant	3.6	5.333
Helogale	extinct	3.6	5.333
Genetta	extant	3.6	11.62
Viverra_leakeyi	extinct	3.6	11.62
Herpestes	extant	3.6	11.62
Helogale	extinct	3.6	11.62
Hyaenictitherium	extinct	3.6	11.62
Hyaenictis	extinct	3.6	11.62
Machairodus	extinct	3.6	11.62
Dinofelis	extinct	3.6	11.62
Felidae	extant	3.6	11.62
Puma_concolor	extant	0	0.126
Lynx_rufus	extant	0	0.126
Felidae	extant	0.0117	0.126
Puma_concolor	extant	0.012	0.781
Smilodon	extinct	0.012	0.781
Panthera_leo_atrox	extant	0.0117	0.126
Smilodon_populator	extant	0.012	0.781
Smilodon	extinct	0.0117	2.588
Smilodon	extinct	0.0117	2.588
Felis	extant	0.0117	2.588
Panthera	extinct	0.012	0.781
Panthera_onca	extant	0.012	0.781
Smilodon_populator	extant	0.012	0.781
Smilodon_riggii	extinct	0.0117	2.588
Felidae	extant	0.0117	0.126
Leopardus_pardalis	extant	0	0.126
Leopardus	extant	0	0.126
Puma_yagouaroundi	extant	0	0.126
Puma_concolor	extant	0	0.126
Smilodon_populator	extant	0	0.126
Felidae	extant	0.0117	0.126
Panthera_onca	extant	0.781	1.2
Smilodon	extinct	0.781	1.2
Puma_yagouaroundi	extant	0.0117	0.126
Smilodon_populator	extant	0.0117	0.126
Smilodon_populator	extant	0.0117	0.126
Smilodon_populator	extant	0.0117	0.126
Panthera_onca	extant	0.0117	0.126
Puma_yagouaroundi	extant	0.0117	0.126
Felis	extant	0.0117	0.126
Felis	extant	0.0117	0.126
Felis	extant	0.0117	0.126
